codigo_ibge_origin,latitude_origin,longitude_origin,codigo_uf_origin,codigo_ibge_destination,latitude_destination,longitude_destination,codigo_uf_destination
5200050,-16.7573,-49.4412,52,1701002,-63.6437,-48.0735,17
3100104,-18.4831,-47.3916,31,1500800,-13.6391,-48.3743,15
5200100,-16.197,-48.7057,52,5201108,-16.3281,-48.953,52
3100203,-19.1551,-45.4444,31,1500859,-34.6985,-51.2003,15
1500107,-17.2183,-48.8788,15,2100808,-36.7577,-43.1014,21
2300101,-73.4588,-39.0416,23,5000708,-20.4823,-55.8104,50
2900108,-13.2488,-41.6619,29,5000807,-22.1852,-52.7191,50
2900207,-87.2073,-39.1162,29,4200804,-26.5382,-53.3319,42
4100103,-23.3049,-50.3133,41,3200409,-20.7955,-40.6425,32
4200051,-27.6126,-51.0233,42,2901304,-12.8049,-41.3297,29
1500131,-49.5333,-48.3933,15,4101101,-23.0533,-50.2304,41
4200101,-26.5716,-52.3229,42,2901353,-10.3482,-39.8391,29
3100302,-20.2996,-42.4743,31,3102605,-22.0695,-46.5724,31
2600054,-79.0072,-34.8984,26,3502101,-20.8948,-51.3786,35
1700251,-96.2101,-49.1518,17,4300661,-28.6283,-51.5797,43
3100401,-20.359,-43.1439,31,3102803,-21.7411,-44.3117,31
2100055,-49.4714,-47.5004,21,3502200,-23.4917,-48.4139,35
2900306,-11.6575,-38.0197,29,3102852,-17.7279,-42.2641,31
1500206,-19.5383,-48.1985,15,5000856,-22.1527,-53.7708,50
2300150,-42.2083,-38.7055,23,2601003,-88.8429,-36.2902,26
2300200,-288.769,-401.183,23,4200903,-275.704,-489.879,42
2400109,-64.282,-366.347,24,2901403,-120.063,-447.003,29
2200053,-821.954,-410.831,22,2200608,-608.786,-42.74,22
4300034,-318.665,-541.615,43,1701051,-639.179,-478.611,17
2300309,-608.911,-39.448,23,2400802,-565.792,-366.094,24
5100102,-15.194,-563.632,51,3300100,-230.011,-443.196,33
1200013,-982.581,-668.972,12,2901502,-121.462,-392.462,29
5200134,-17.396,-503.749,52,4101150,-231.946,-519.154,41
2400208,-558.362,-36.914,24,5201207,-183.339,-482.204,52
3100500,-190.671,-425.419,31,3502309,-22.793,-481.336,35
3500105,-21.682,-510.737,35,3502408,-222.934,-513.895,35
5200159,-164.127,-501.657,52,5201306,-164.642,-499.617,52
3500204,-212.325,-496.451,35,2200707,-918.564,-430.494,22
4100202,-246.606,-489.922,41,4201000,-276.897,-511.271,42
2900355,-105.437,-381.113,29,4201109,-279.012,-491.316,42
2600104,-774.312,-37.631,26,1300102,-374.603,-616.575,13
2400307,-549.229,-365.075,24,4300703,-289.698,-520.102,43
3200102,-200.778,-411.261,32,2901601,-103.856,-383.401,29
2100105,-413.631,-433.275,21,4101200,-254.386,-487.191,41
2600203,-851.136,-410.095,26,2300804,-676.919,-39.987,23
1500305,-154.874,-503.861,15,2200806,-721.276,-441.889,22
2600302,-845.966,-359.447,26,2901700,-124.335,-391.176,29
2200103,-579.676,-426.664,22,4201208,-275.191,-48.766,42
4200200,-274.087,-49.822,42,3102902,-21.321,-437.451,31
4200309,-272.662,-49.708,42,3103009,-196.491,-428.732,31
1500347,-679.053,-504.791,15,2901809,-105.767,-402.785,29
3100609,-179.914,-423.806,31,5000906,-221.927,-559.517,50
5100201,-14.051,-521.601,51,2400901,-621.367,-378.834,24
2200202,-588.856,-42.637,22,4101309,-259.804,-501.972,41
2500106,-751.144,-376.357,25,4300802,-288.565,-512.883,43
2700102,-9.262,-37.938,27,3103108,-210.192,-421.109,31
5000203,-204.452,-52.879,50,2500775,-678.466,-380.803,25
3100708,-200.576,-481.069,31,3502507,-228.495,-452.325,35
4200408,-269.985,-515.528,42,3502606,-204.487,-508.835,35
2100154,-284.048,-421.189,21,5201405,-168.198,-492.469,52
3200169,-185.482,-409.854,32,5201454,-182.941,-511.516,52
2900405,-118.618,-387.639,29,1701101,-994.139,-479.638,17
5200175,-149.778,-477.823,52,5001003,-200.873,-510.961,50
5200209,-180.771,-487.603,52,3300159,-216.252,-421.017,33
2400406,-620.351,-382.941,24,3200508,-211.523,-415.693,32
2600401,-870.609,-355.263,26,5100805,-953.981,-574.587,51
4300059,-281.672,-52.031,43,3502705,-245.108,-488.443,35
3500303,-220.572,-469.735,35,2100832,-145.862,-450.864,21
3100807,-209.439,-453.915,31,4201257,-270.375,-493.885,42
2600500,-911.125,-371.226,26,2401008,-565.349,-377.946,24
3500402,-219.319,-467.176,35,2901908,-116.577,-380.814,29
4200507,-270.754,-529.808,42,5201504,-189.607,-519.232,52
3500501,-224.733,-466.314,35,2901957,-138.542,-397.501,29
3500550,-228.812,-492.421,35,4101408,-23.55,-514.635,41
3500600,-225.977,-478.734,35,1300144,-719.409,-59.896,13
3100906,-170.802,-409.384,31,2300903,-394.506,-394.359,23
4200556,-268.794,-528.568,42,2800209,-10.278,-370.148,28
5200258,-157.617,-482.816,52,5001102,-204.666,-557.868,50
4200606,-276.963,-488.243,42,2301000,-389.929,-383.896,23
3101003,-157.431,-414.571,31,4201273,-271.587,-521.423,42
4300109,-296.447,-532.515,43,2500809,-684.374,-353.737,25
3500709,-224.694,-489.863,35,3103207,-191.955,-442.493,31
4100301,-259.899,-493.343,41,2800308,-109.091,-370.677,28
3200136,-189.846,-407.437,32,3502754,-234.366,-470.608,35
2500205,-70.918,-381.681,25,2902054,-12.22,-382.027,29
1700301,-655.409,-474.702,17,2301109,-455.826,-377.679,23
3101102,-195.007,-410.746,31,2902005,-14.428,-414.648,29
2900603,-141.269,-398.937,29,3502804,-212.076,-504.401,35
2300408,-657.122,-401.178,23,2902104,-113.253,-389.584,29
3101201,-219.736,-446.042,31,3103306,-213.446,-433.736,31
4300208,-282.342,-537.757,43,2601052,-778.391,-350.809,26
3101300,-22.171,-446.413,31,2301208,-436.872,-388.125,23
2500304,-703.943,-356.206,25,3502903,-235.029,-476.166,35
2500403,-705.377,-357.591,25,3200607,-19.82,-402.764,32
2500502,-694.657,-355.332,25,5201603,-163.563,-496.804,52
2600609,-84.665,-367.788,26,3103405,-168.523,-420.637,31
2200251,-700.039,-409.282,22,5201702,-158.955,-522.372,52
2900702,-121.335,-384.208,29,5201801,-169.087,-494.476,52
3500758,-235.503,-47.898,35,1701309,-716.005,-485.291,17
3101409,-222.018,-466.139,31,1701903,-880.755,-495.569,17
2100204,-239.574,-444.062,21,1702000,-129.289,-498.231,17
2300507,-358.537,-405.479,23,5101001,-157.291,-518.341,51
2500536,-773.668,-360.511,25,1702109,-719.238,-482.044,17
5000252,-183.255,-537.042,50,5101209,-16.857,-530.318,51
2900801,-175.195,-392.036,29,1702158,-658.225,-486.395,17
2100303,-462.621,-434.689,21,2100873,-294.644,-456.589,21
4300307,-276.579,-547.649,43,5202155,-150.909,-506.315,52
3200201,-20.758,-415.382,32,3103504,-186.456,-481.934,31
4300406,-297.902,-557.949,43,1702208,-564.659,-481.232,17
2200277,-724.196,-408.566,22,2100907,-289.091,-41.905,21
4300455,-278.345,-540.557,43,5001243,-229.385,-556.334,50
3101508,-218.797,-427.176,31,2902203,-120.884,-384.969,29
1500404,-194.623,-547.384,15,4300851,-309.092,-515.046,43
2400505,-640.533,-380.142,24,2100956,-488.347,-460.032,21
5200308,-160.834,-485.076,52,3503000,-200.882,-477.873,35
3101607,-214.256,-459.477,31,3503109,-231.386,-490.487,35
3200300,-206.396,-407.543,32,3103603,-219.102,-442.555,31
3500808,-219.527,-51.414,35,3503158,-226.717,-444.441,35
3101631,-211.535,-437.718,31,2700300,-975.487,-366.615,27
4200705,-277.001,-493.273,42,1702307,-765.463,-490.637,17
2500577,-689.292,-360.129,25,3103702,-206.686,-425.178,31
2500601,-742.977,-349.057,25,4101507,-234.153,-514.259,41
2600708,-760.398,-352.227,26,3103751,-184.357,-491.847,31
1700350,-113.056,-489.361,17,4101606,-241.548,-498.285,41
2900900,-147.089,-396.415,29,4101655,-243.132,-517.856,41
1700400,-115.706,-471.792,17,3103801,-190.268,-461.484,31
1500503,-152.904,-525.788,15,5101258,-154.641,-583.425,51
3101706,-161.785,-406.942,31,4201307,-263.754,-487.188,42
2400604,-61.475,-377.636,24,2500908,-682.813,-357.552,25
4100400,-253.188,-493.037,41,4201406,-289.356,-494.918,42
4300471,-281.149,-529.142,43,3503208,-217.845,-48.178,35
5200506,-177.292,-494.769,52,3503307,-223.572,-473.842,35
3101805,-18.974,-41.97,31,2301257,-474.567,-40.831,23
4300505,-272.502,-530.341,43,2101004,-345.214,-447.665,21
3101904,-208.631,-463.878,31,4300877,-296.168,-509.291,43
5100250,-986.674,-560.867,51,2301307,-721.319,-401.359,23
1100015,-119.283,-619.953,11,2601102,-757.073,-40.494,26
3500907,-205.242,-490.571,35,3300209,-228.697,-423.326,33
1500602,-320.407,-52.21,15,4101705,-239.315,-525.021,41
2100402,-416.598,-454.706,21,2501005,-654.848,-357.498,25
4100459,-247.983,-527.128,41,2902252,-152.651,-39.419,29
2300606,-699.837,-397.356,23,4300901,-273.978,-522.975,43
3102001,-212.488,-461.387,31,2301406,-441.229,-390.471,23
2600807,-848.482,-360.644,26,2902302,-130.716,-390.038,29
3501004,-210.214,-473.712,35,2800407,-112.614,-376.201,28
3501103,-215.811,-50.168,35,4101804,-255.859,-494.047,41
1400050,298.858,-613.072,14,3103900,-199.405,-451.671,31
4300554,-287.769,-529.893,43,3104007,-195.902,-469.438,31
2100436,-4.213,-44.446,21,3104106,-21.359,-469.401,31
2100477,-366.689,-458.421,21,3503356,-217.728,-50.466,35
1100379,-12.132,-61.835,11,3104205,-202.863,-455.373,31
5100300,-173.153,-532.181,51,2601201,-841.519,-370.577,26
4200754,-274.333,-519.044,42,3104304,-213.572,-461.421,31
5100359,-116.732,-513.883,51,3300225,-222.283,-431.118,33
3102050,-20.431,-418.738,31,3503406,-22.031,-489.135,35
2400703,-528.186,-36.75,24,2501104,-696.396,-356.977,25
4300570,-293.919,-513.123,43,2401107,-495.254,-371.252,24
5100409,-169.462,-535.272,51,2800506,-10.758,-373.251,28
5200555,-141.978,-493.378,52,2501153,-711.702,-369.404,25
3153509,-204.208,-41.967,31,2501203,-704.789,-359.313,25
2200301,-525.634,-422.096,22,3503505,-225.786,-446.992,35
5100508,-145.137,-564.776,51,3503604,-226.672,-486.681,35
4128625,-261.146,-527.469,41,5101308,-144.472,-568.437,51
1100403,-971.429,-633.188,11,5202353,-163.837,-515.563,52
5200605,-141.305,-47.51,52,2401206,-618.831,-351.608,24
4100608,-231.312,-523.189,41,3104403,-216.083,-428.292,31
2100501,-910.273,-459.303,21,3104452,-178.666,-425.533,31
4100707,-240.224,-53.44,41,3104502,-159.187,-461.043,31
3102100,-210.281,-434.067,31,5101407,-101.723,-594.568,51
3200359,-190.618,-410.209,32,1100023,-990.571,-630.325,11
2300705,-550.894,-382.743,23,3503703,-211.872,-487.904,35
5100607,-178.241,-532.792,51,4101853,-243.857,-515.839,41
4100509,-238.759,-538.958,41,3300233,-227.528,-418.846,33
2200400,-503.888,-424.612,22,4201505,-282.448,-490.215,42
3501152,-235.306,-472.546,35,2301505,-63.165,-401.653,23
1300029,-322.727,-648.007,13,2200905,-611.022,-417.822,22
3102209,-194.174,-417.317,31,2501302,-754.473,-357.066,25
3501202,-203.203,-499.141,35,2200954,-724.502,-415.325,22
3501301,-220.764,-514.722,35,2201002,-665.075,-425.418,22
3501400,-220.841,-49.719,35,3300258,-229.774,-420.267,33
3501509,-224.435,-497.623,35,1702406,-129.287,-469.359,17
3102308,-201.098,-430.535,31,4301008,-294.014,-519.557,43
1700707,-124.785,-491.249,17,4301073,-314.389,-524.246,43
4300604,-299.914,-510.809,43,4301057,-295.439,-498.895,43
1100346,-113.463,-622.847,11,4301206,-293.348,-530.966,43
3102407,-187.334,-433.638,31,4301107,-300.875,-517.275,43
2200459,-842.418,-43.777,22,4301305,-322.327,-530.862,43
5200803,-144.797,-46.491,52,4201604,-269.257,-513.407,42
4100806,-227.813,-512.297,41,3503802,-225.727,-471.727,35
1400027,364.571,-613.692,14,5202502,-149.166,-51.075,52
5000609,-231.058,-552.253,50,3503901,-233.965,-46.32,35
1600105,205.267,-507.957,16,4201653,-270.748,-524.543,42
2100550,-167.524,-460.024,21,4301404,-288.737,-521.781,43
4100905,-230.943,-527.866,41,4201703,-269.548,-493.783,42
2600906,-837.691,-354.501,26,3503950,-20.16,-50.728,35
4300638,-308.756,-522.509,43,4101903,-233.697,-508.459,41
5200829,-139.236,-492.962,52,2301604,-68.669,-398.689,23
2200509,-624.304,-428.433,22,3504008,-22.66,-504.183,35
2100600,-556.913,-467.473,21,1200054,-109.298,-695.738,12
2901007,-130.215,-39.602,29,4102000,-244.168,-535.213,41
1300060,-337.455,-682.005,13,2501351,-707.231,-36.725,25
2901106,-123.914,-387.563,29,2201051,-5.865,-410.389,22
2901155,-114.429,-41.439,29,3104601,-213.184,-428.572,31
3501608,-227.374,-473.331,35,4102109,-232.318,-516.668,41
5200852,-162.514,-499.831,52,4102208,-231.517,-520.551,41
3501707,-217.288,-481.147,35,2700409,-95.119,-360.086,27
3501806,-202.985,-497.359,35,1300201,-437.055,-701.967,13
4300646,-273.607,-53.183,43,4201802,-274.219,-497.789,42
2300754,-336.017,-398.288,23,3104700,-180.438,-411.149,31
5200902,-166.151,-510.919,52,3504107,-231.171,-465.563,35
2500734,-755.502,-370.628,25,3200706,-20.913,-411.986,32
3501905,-227.088,-46.772,35,1702554,-546.863,-478.863,17
2800100,-101.348,-36.935,28,1500909,-105.109,-466.147,15
3102506,-205.051,-428.009,31,3104809,-180.997,-442.655,31
4101002,-259.168,-534.686,41,4301503,-285.172,-539.883,43
2700201,-968.489,-363.078,27,2401305,-586.206,-373.135,24
2901205,-146.151,-411.356,29,4301552,-276.936,-520.505,43
4101051,-246.449,-531.332,41,2902401,-14.321,-39.329,29
1500701,-996.811,-499.354,15,3504206,-206.836,-505.572,35
2100709,-326.269,-446.126,21,5202601,-166.773,-504.641,52
3502002,-221.289,-476.619,35,2301703,-693.349,-389.742,23
1300086,-356.697,-613.963,13,4201901,-273.098,-496.295,42
1701002,-636.437,-480.735,17,1500958,-214.898,-475.677,15
1500800,-136.391,-483.743,15,1702703,-127.105,-464.076,17
5201108,-163.281,-48.953,52,1300300,-358.574,-591.256,13
1500859,-346.985,-512.003,15,3504305,-221.514,-493.356,35
2100808,-367.577,-431.014,21,3504404,-214.584,-499.509,35
5000708,-204.823,-558.104,50,3504503,-231.067,-489.251,35
5000807,-221.852,-527.191,50,1501006,-360.841,-553.199,15
4200804,-265.382,-533.319,42,2201101,-101.345,-439.563,22
3200409,-207.955,-406.425,32,5202809,-164.672,-497.579,52
2901304,-128.049,-413.297,29,2101103,-283.939,-44.062,21
4101101,-230.533,-502.304,41,1702901,-561.275,-477.701,17
2901353,-103.482,-398.391,29,1703008,-720.923,-477.613,17
3102605,-220.695,-465.724,31,2101202,-422.447,-447.832,21
3502101,-208.948,-513.786,35,2101251,-296.452,-443.164,21
4300661,-286.283,-515.797,43,2101301,-16.965,-451.328,21
3102803,-217.411,-443.117,31,2101350,-2.71,-447.329,21
3502200,-234.917,-484.139,35,3504602,-209.197,-494.385,35
3102852,-177.279,-422.641,31,3104908,-21.957,-448.874,31
5000856,-221.527,-537.708,50,4301602,-313.297,-540.999,43
2601003,-888.429,-362.902,26,1501105,-190.057,-501.987,15
4200903,-275.704,-489.879,42,2501401,-669.209,-349.381,25
2901403,-120.063,-447.003,29,2401404,-637.161,-350.033,24
2200608,-608.786,-42.74,22,2902500,-123.016,-445.388,29
1701051,-639.179,-478.611,17,1501204,-279.021,-496.694,15
2400802,-565.792,-366.094,24,2902609,-119.519,-40.169,29
3300100,-230.011,-443.196,33,2201150,-784.903,-45.219,22
2901502,-121.462,-392.462,29,2301802,-671.945,-387.134,23
4101150,-231.946,-519.154,41,3200805,-195.213,-410.109,32
5201207,-183.339,-482.204,52,3504701,-218.963,-493.619,35
3502309,-22.793,-481.336,35,3105004,-192.832,-439.613,31
3502408,-222.934,-513.895,35,5203104,-161.966,-525.393,52
5201306,-164.642,-499.617,52,4201950,-289.806,-494.237,42
2200707,-918.564,-430.494,22,4202057,-264.597,-486.123,42
4201000,-276.897,-511.271,42,4202008,-269.926,-486.352,42
4201109,-279.012,-491.316,42,4202073,-291.527,-495.841,42
1300102,-374.603,-616.575,13,4212809,-267.639,-486.717,42
4300703,-289.698,-520.102,43,4301636,-302.419,-502.337,43
2901601,-103.856,-383.401,29,4220000,-288.314,-492.352,42
4101200,-254.386,-487.191,41,4102307,-255.804,-496.291,41
2300804,-676.919,-39.987,23,3504800,-207.348,-495.865,35
2200806,-721.276,-441.889,22,2101400,-753.214,-460.372,21
2901700,-124.335,-391.176,29,3105103,-200.166,-459.754,31
4201208,-275.191,-48.766,42,2301851,-530.454,-389.132,23
3102902,-21.321,-437.451,31,3504909,-226.819,-443.281,35
3103009,-196.491,-428.732,31,2501500,-674.775,-356.246,25
2901809,-105.767,-402.785,29,3105202,-158.783,-405.622,31
5000906,-221.927,-559.517,50,3105301,-217.308,-463.833,31
2400901,-621.367,-378.834,24,4202081,-267.705,-536.413,42
4101309,-259.804,-501.972,41,5001508,-199.275,-543.585,50
4300802,-288.565,-512.883,43,4102406,-231.078,-503.704,41
3103108,-210.192,-421.109,31,1703057,-775.612,-485.836,17
2500775,-678.466,-380.803,25,1501253,-734.779,-503.959,15
3502507,-228.495,-452.325,35,2902658,-105.788,-386.212,29
3502606,-204.487,-508.835,35,4301651,-293.725,-514.949,43
5201405,-168.198,-492.469,52,3505005,-236.284,-495.634,35
5201454,-182.941,-511.516,52,3105400,-199.389,-434.755,31
1701101,-994.139,-479.638,17,4301701,-276.208,-523.798,43
5001003,-200.873,-510.961,50,2101509,-674.463,-430.261,21
3300159,-216.252,-421.017,33,5101605,-162.067,-559.623,51
3200508,-211.523,-415.693,32,3105509,-212.444,-422.372,31
5100805,-953.981,-574.587,51,4301750,-303.891,-517.384,43
3502705,-245.108,-488.443,35,2401453,-506.977,-376.129,24
2100832,-145.862,-450.864,21,2501534,-663.484,-362.601,25
4201257,-270.375,-493.885,42,3105608,-212.214,-437.703,31
2401008,-565.349,-377.946,24,2301901,-72.982,-393.021,23
2901908,-116.577,-380.814,29,3505104,-212.657,-499.518,35
5201504,-189.607,-519.232,52,4102505,-240.334,-52.004,41
2901957,-138.542,-397.501,29,1501303,-151.187,-486.195,15
4101408,-23.55,-514.635,41,2401503,-594.284,-359.247,24
1300144,-719.409,-59.896,13,1300409,-983.373,-629.311,13
2300903,-394.506,-394.359,23,3505203,-22.073,-487.438,35
2800209,-10.278,-370.148,28,2902708,-110.859,-431.459,29
5001102,-204.666,-557.868,50,4202099,-26.654,-53.44,42
2301000,-389.929,-383.896,23,3505302,-224.909,-485.583,35
4201273,-271.587,-521.423,42,2201176,-651.645,-421.146,22
2500809,-684.374,-353.737,25,2902807,-136.237,-413.347,29
3103207,-191.955,-442.493,31,2601300,-842.075,-356.585,26
2800308,-109.091,-370.677,28,2501609,-671.816,-360.671,25
3502754,-234.366,-470.608,35,2501575,-751.809,-359.913,25
2902054,-12.22,-382.027,29,2700508,-94.023,-355.101,27
2301109,-455.826,-377.679,23,3200904,-187.548,-408.965,32
2902005,-14.428,-414.648,29,2501708,-774.603,-363.209,25
3502804,-212.076,-504.401,35,2700607,-983.842,-359.057,27
2902104,-113.253,-389.584,29,5101704,-150.702,-571.878,51
3103306,-213.446,-433.736,31,3505351,-244.722,-490.238,35
2601052,-778.391,-350.809,26,2902906,-148.654,-405.791,29
2301208,-436.872,-388.125,23,2101608,-549.682,-452.485,21
3502903,-235.029,-476.166,35,5101803,-158.804,-52.264,51
3200607,-19.82,-402.764,32,4301859,-271.927,-537.109,43
5201603,-163.563,-496.804,52,4102703,-23.116,-501.842,41
3103405,-168.523,-420.637,31,2903003,-11.81,-42.059,29
5201702,-158.955,-522.372,52,1703073,-769.593,-476.776,17
5201801,-169.087,-494.476,52,3300308,-224.715,-438.269,33
1701309,-716.005,-485.291,17,4301875,-302.029,-575.497,43
1701903,-880.755,-495.569,17,4301909,-302.939,-513.014,43
1702000,-129.289,-498.231,17,4301925,-274.069,-524.084,43
5101001,-157.291,-518.341,51,2903102,-14.2,-395.991,29
1702109,-719.238,-482.044,17,3505401,-24.759,-485.013,35
5101209,-16.857,-530.318,51,2800605,-108.996,-370.323,28
1702158,-658.225,-486.395,17,4301958,-279.205,-530.391,43
2100873,-294.644,-456.589,21,3105707,-202.869,-430.402,31
5202155,-150.909,-506.315,52,3300407,-225.481,-441.752,33
3103504,-186.456,-481.934,31,4202107,-26.637,-486.933,42
1702208,-564.659,-481.232,17,4301800,-276.739,-514.585,43
2100907,-289.091,-41.905,21,4102604,-262.502,-536.324,41
5001243,-229.385,-556.334,50,2201200,-424.468,-422.922,22
2902203,-120.884,-384.969,29,2301950,-428.921,-386.429,23
4300851,-309.092,-515.046,43,2903201,-121.439,-449.968,29
2100956,-488.347,-460.032,21,2201309,-99.296,-454.702,22
3503000,-200.882,-477.873,35,1300508,-279.886,-570.679,13
3503109,-231.386,-490.487,35,2101707,-275.863,-428.232,21
3103603,-219.102,-442.555,31,2601409,-881.605,-351.832,26
3503158,-226.717,-444.441,35,3505500,-205.531,-485.698,35
2700300,-975.487,-366.615,27,3505609,-211.864,-481.636,35
1702307,-765.463,-490.637,17,2302008,-717.188,-387.741,23
3103702,-206.686,-425.178,31,2903235,-117.605,-419.054,29
4101507,-234.153,-514.259,41,5203203,-149.658,-489.086,52
3103751,-184.357,-491.847,31,2201408,-581.673,-425.147,22
4101606,-241.548,-498.285,41,2903300,-147.948,-39.476,29
4101655,-243.132,-517.856,41,2903276,-115.272,-390.776,29
3103801,-190.268,-461.484,31,1703107,-983.404,-487.252,17
5101258,-154.641,-583.425,51,2302057,-302.051,-411.358,23
4201307,-263.754,-487.188,42,4302006,-290.947,-525.836,43
2500908,-682.813,-357.552,25,3105905,-211.907,-43.972,31
4201406,-289.356,-494.918,42,3505708,-235.057,-46.879,35
3503208,-217.845,-48.178,35,3505807,-21.921,-507.357,35
3503307,-223.572,-473.842,35,5001904,-217.159,-524.221,50
2301257,-474.567,-40.831,23,2201507,-40.223,-420.787,22
2101004,-345.214,-447.665,21,2700706,-96.742,-37.133,27
4300877,-296.168,-509.291,43,3505906,-208.929,-475.921,35
2301307,-721.319,-401.359,23,5002001,-222.944,-532.705,50
2601102,-757.073,-40.494,26,2302107,-432.598,-388.812,23
3300209,-228.697,-423.326,33,3506003,-223.246,-490.871,35
4101705,-239.315,-525.021,41,2501807,-71.238,-349.293,25
2501005,-654.848,-357.498,25,3506102,-209.491,-484.791,35
2902252,-152.651,-39.419,29,2302206,-417.741,-381.271,23
4300901,-273.978,-522.975,43,2302305,-304.996,-401.671,23
2301406,-441.229,-390.471,23,5002100,-221.073,-565.263,50
2902302,-130.716,-390.038,29,4102752,-258.842,-536.725,41
2800407,-112.614,-376.201,28,5203302,-169.693,-489.513,52
4101804,-255.859,-494.047,41,3106002,-198.302,-430.922,31
3103900,-199.405,-451.671,31,2101772,-372.618,-453.075,21
3104007,-195.902,-469.438,31,4102802,-229.937,-511.927,41
3104106,-21.359,-469.401,31,2201556,-798.809,-418.675,22
3503356,-217.728,-50.466,35,4202131,-262.746,-504.664,42
3104205,-202.863,-455.373,31,2101731,-315.485,-435.122,21
2601201,-841.519,-370.577,26,1501402,-14.554,-484.898,15
3104304,-213.572,-461.421,31,2501906,-674.261,-355.166,25
3300225,-222.283,-431.118,33,2700805,-957.047,-364.904,27
3503406,-22.031,-489.135,35,2601508,-862.504,-358.335,26
2501104,-696.396,-356.977,25,2502003,-618.515,-375.348,25
2401107,-495.254,-371.252,24,2201572,-736.652,-409.688,22
2800506,-10.758,-373.251,28,2601607,-875.046,-389.623,26
2501153,-711.702,-369.404,25,3300456,-22.764,-433.992,33
2501203,-704.789,-359.313,25,3106101,-21.944,-434.084,31
3503505,-225.786,-446.992,35,4202156,-26.843,-535.758,42
3503604,-226.672,-486.681,35,2903409,-158.608,-388.758,29
5101308,-144.472,-568.437,51,2903508,-150.334,-412.652,29
5202353,-163.837,-515.563,52,3106200,-199.102,-439.266,31
2401206,-618.831,-351.608,24,2601706,-83.313,-364.258,26
3104403,-216.083,-428.292,31,2700904,-982.272,-37.277,27
3104452,-178.666,-425.533,31,3106309,-192.199,-424.828,31
3104502,-159.187,-461.043,31,3106408,-204.077,-440.275,31
5101407,-101.723,-594.568,51,1501451,-263.609,-549.374,15
1100023,-990.571,-630.325,11,2201606,-545.676,-423.638,22
3503703,-211.872,-487.904,35,2101806,-721.037,-445.577,21
4101853,-243.857,-515.839,41,4202206,-26.781,-493.593,42
3300233,-227.528,-418.846,33,1501501,-136.183,-482.434,15
4201505,-282.448,-490.215,42,1300607,-437.768,-700.342,13
2301505,-63.165,-401.653,23,4302055,-275.086,-525.995,43
2200905,-611.022,-417.822,22,3506201,-212.686,-50.814,35
2501302,-754.473,-357.066,25,2401602,-569.906,-35.813,24
2200954,-724.502,-415.325,22,4302105,-291.662,-515.165,43
2201002,-665.075,-425.418,22,2101905,-244.162,-447.842,21
3300258,-229.774,-420.267,33,3106507,-169.567,-424.606,31
1702406,-129.287,-469.359,17,3106655,-15.61,-417.432,31
4301008,-294.014,-519.557,43,2502052,-644.572,-385.521,25
4301073,-314.389,-524.246,43,3506300,-230.164,-494.679,35
4301057,-295.439,-498.895,43,2101939,-462.666,-447.608,21
4301206,-293.348,-530.966,43,1703206,-787.481,-488.893,17
4301107,-300.875,-517.275,43,3506359,-238.486,-461.396,35
4301305,-322.327,-530.862,43,2201705,-763.338,-439.498,22
4201604,-269.257,-513.407,42,3106606,-17.059,-40.58,31
3503802,-225.727,-471.727,35,1300631,-389.874,-613.616,13
5202502,-149.166,-51.075,52,2601805,-826.787,-380.345,26
3503901,-233.965,-46.32,35,2201739,-814.376,-407.989,22
4201653,-270.748,-524.543,42,3106705,-199.668,-442.008,31
4301404,-288.737,-521.781,43,2601904,-82.328,-35.796,26
4201703,-269.548,-493.783,42,3106804,-21.602,-437.574,31
3503950,-20.16,-50.728,35,3106903,-217.232,-43.056,31
4101903,-233.697,-508.459,41,4202305,-27.496,-486.598,42
2301604,-68.669,-398.689,23,3506409,-21.404,-504.746,35
3504008,-22.66,-504.183,35,3107000,-187.754,-454.974,31
1200054,-109.298,-695.738,12,3506508,-21.291,-503.432,35
4102000,-244.168,-535.213,41,3506607,-235.698,-460.407,35
2501351,-707.231,-36.725,25,2903607,-116.072,-388.051,29
2201051,-5.865,-410.389,22,4102901,-261.607,-515.518,41
3104601,-213.184,-428.572,31,4202404,-269.155,-490.709,42
4102109,-232.318,-516.668,41,4103008,-242.467,-527.876,41
4102208,-231.517,-520.551,41,3107109,-210.927,-455.612,31
2700409,-95.119,-360.086,27,3201001,-185.395,-403.025,32
1300201,-437.055,-701.967,13,4103024,-256.324,-532.108,41
4201802,-274.219,-497.789,42,3506706,-219.918,-483.906,35
3104700,-180.438,-411.149,31,2201770,-441.404,-421.357,22
3504107,-231.171,-465.563,35,2903706,-143.598,-402.064,29
3200706,-20.913,-411.986,32,2502102,-740.982,-382.113,25
1702554,-546.863,-478.863,17,4103040,-248.688,-516.276,41
1500909,-105.109,-466.147,15,2302404,-511.258,-397.337,23
3104809,-180.997,-442.655,31,1400100,282.384,-606.753,14
4301503,-285.172,-539.883,43,2502151,-726.365,-362.357,25
2401305,-586.206,-373.135,24,4103057,-254.308,-534.117,41
4301552,-276.936,-520.505,43,4302154,-276.671,-533.102,43
2902401,-14.321,-39.329,29,4302204,-276.693,-541.082,43
3504206,-206.836,-505.572,35,4302220,-285.791,-538.108,43
5202601,-166.773,-504.641,52,2101970,-177.614,-463.002,21
2301703,-693.349,-389.742,23,4302238,-288.185,-53.391,43
