codigo_ibge_origin,latitude_origin,longitude_origin,codigo_uf_origin,codigo_ibge_destination,latitude_destination,longitude_destination,codigo_uf_destination
3511201,-210.519,-490.616,35,3512605,-236.261,-49.31,35
2504207,-712.008,-376.064,25,4204459,-26.511,-526.694,42
2907400,-12.31,-448.648,29,3119500,-166.148,-42.184,31
2504306,-634.062,-37.747,25,3119609,-215.898,-43.256,31
2907509,-123.513,-383.791,29,4305934,-292.695,-516.847,43
4305009,-282.554,-540.132,43,5003157,-232.724,-555.278,50
3115458,-173.018,-415.276,31,4106506,-259.767,-525.641,41
2303659,-464.336,-40.2,23,3119708,-210.277,-442.206,31
5205208,-164.447,-494.936,52,3119807,-198.198,-459.032,31
2907558,-133.239,-422.904,29,3119906,-226.269,-460.241,31
2504355,-741.659,-360.306,25,5205703,-162.918,-505.503,52
3115474,-153.616,-429.627,31,3119955,-204.474,-455.617,31
2303709,-372.797,-386.619,23,3120003,-198.361,-423.988,31
5205307,-137.976,-474.566,52,4204558,-275.877,-503.614,42
3115508,-219.753,-449.319,31,2202901,-104.333,-451.633,22
4204103,-271.624,-528.807,42,2604700,-912.117,-363.244,26
2103000,-486.505,-433.617,21,2909307,-133.477,-446.333,29
4305108,-291.629,-511.792,43,2604809,-847.443,-355.468,26
2202653,-341.904,-418.955,22,5003207,-190.077,-57.651,50
2402600,-564.323,-354.247,24,5205802,-159.245,-488.117,52
2103109,-200.027,-445.281,21,5205901,-181.415,-485.626,52
3511300,-209.009,-492.664,35,3512704,-222.213,-476.215,35
2303808,-660.034,-390.609,23,4106555,-24.101,-521.177,41
2604304,-771.179,-392.367,26,1100072,-129.551,-608.947,11
2801603,-102.534,-368.856,28,4204509,-264.246,-49.246,42
3115607,-191.458,-45.712,31,2702306,-101.276,-361.717,27
4204152,-276.327,-51.335,42,3512803,-226.419,-471.926,35
4305116,-277.615,-519.984,43,3512902,-204.755,-497.827,35
1704105,-896.103,-473.304,17,1100080,-124.367,-64.228,11
4105102,-228.188,-515.973,41,5003256,-185.432,-531.287,50
2907608,-111.376,-421.116,29,2909406,-120.228,-442.566,29
3115706,-187.612,-413.143,31,3513009,-236.022,-46.919,35
2103125,-219.831,-448.254,21,4305959,-289.891,-516.971,43
3115805,-185.852,-492.014,31,5103379,-985.656,-584.192,51
2103158,-244.891,-460.345,21,3120102,-180.727,-434.648,31
2103174,-212.696,-461.228,21,1706001,-828.411,-492.473,17
1100056,-13.187,-608.168,11,4305975,-28.128,-523.023,43
5205406,-153.061,-49.6,52,5003306,-185.013,-54.751,50
3511409,-23.038,-491.655,35,2504850,-762.365,-366.064,25
3511508,-231.665,-477.459,35,2702355,-96.178,-367.697,27
4305124,-318.419,-528.004,43,2304103,-516.768,-406.536,23
4105201,-260.891,-528.691,41,2304202,-72.153,-394.103,23
4305132,-29.657,-529.406,43,3513108,-21.338,-477.324,35
2402709,-603.503,-363.503,24,2909505,-133.531,-398.031,29
4305157,-276.106,-531.672,43,4204608,-286.723,-493.729,42
4305173,-305.905,-517.418,43,3120151,-172.381,-409.184,31
4305207,-281.463,-547.428,43,2909604,-115.059,-381.515,29
4204178,-277.942,-508.673,42,4306007,-274.999,-540.994,43
3511607,-23.226,-479.545,35,3120201,-208.733,-455.167,31
4105300,-251.489,-538.415,41,3513207,-204.036,-474.209,35
5205455,-169.718,-497.758,52,4306056,-310.046,-520.436,43
2604403,-800.679,-35.204,26,4306072,-27.452,-532.422,43
2604502,-823.827,-354.571,26,1706100,-105.985,-491.942,17
2701902,-92.556,-362.983,27,2203008,-106.443,-451.893,22
3115904,-216.733,-43.215,31,3120300,-16.716,-428.571,31
3116001,-200.453,-416.897,31,5206206,-167.676,-476.131,52
4305306,-280.559,-530.665,43,3120409,-208.324,-438.166,31
1705102,-116.175,-477.486,17,5206305,-171.987,-487.034,52
1704600,-101.419,-491.403,17,3120508,-22.208,-452.673,31
3116100,-170.881,-425.392,31,2801702,-114.668,-377.585,28
5103007,-154.643,-557.499,51,2203107,-882.273,-44.223,22
3116159,-153.014,-456.116,31,2909703,-122.249,-444.214,29
5205471,-184.073,-52.549,52,5206404,-145.412,-49.974,52
4204194,-275.905,-495.539,42,1706258,-110.994,-489.152,17
5002951,-18.788,-526.263,50,2304236,-440.481,-409.022,23
2103208,-373.875,-433.538,21,5206503,-172.883,-493.798,52
4204202,-271.004,-526.152,42,3120607,-203.923,-443.334,31
3511706,-225.096,-477.755,35,2304251,-291.813,-40.176,23
4305355,-299.625,-516.289,43,4306106,-28.645,-536.048,43
4305371,-279.493,-52.015,43,2909802,-126.675,-391.008,29
2303907,-303.571,-412.435,23,2504900,-713.902,-350.857,25
3557204,-230.366,-497.096,35,4106803,-260.166,-51.343,41
1502509,-164.154,-49.987,15,3513306,-227.373,-507.909,35
3116209,-219.996,-430.617,31,4306130,-276.672,-526.522,43
4305405,-27.923,-539.419,43,3513405,-225.728,-44.969,35
4105409,-258.515,-525.173,41,3120706,-18.944,-466.669,31
2303931,-483.906,-391.344,23,4106571,-256.192,-531.285,41
2303956,-428.873,-384.986,23,4106605,-237.799,-530.774,41
2907707,-89.695,-390.979,29,4106704,-229.624,-521.622,41
4305439,-336.866,-534.594,43,4306205,-295.148,-519.928,43
1100924,-125.611,-608.877,11,1200203,-762.762,-726.756,12
4305447,-307.504,-519.737,43,2403004,-640.894,-367.782,24
4105508,-236.599,-526.054,41,3120805,-21.84,-448.067,31
2907806,-105.897,-383.794,29,4106852,-240.132,-514.563,41
4105607,-233.772,-529.436,41,3513504,-238.911,-46.424,35
5205497,-160.765,-479.252,52,2505006,-686.686,-363.619,25
2103257,-517.465,-477.781,21,5103403,-15.601,-560.974,51
4305454,-301.604,-502.337,43,2505105,-647.647,-361.515,25
2907905,-111.032,-385.179,29,2505238,-691.292,-352.502,25
3116308,-209.026,-433.629,31,2505204,-689.058,-355.215,25
4305504,-283.419,-518.741,43,1100940,-936.065,-625.846,11
3116407,-20.397,-472.768,31,5206602,-182.644,-481.511,52
3116506,-17.082,-442.061,31,2604908,-800.827,-356.957,26
5103056,-115.075,-548.835,51,1502764,-781.097,-507.698,15
3116605,-204.437,-447.673,31,2801900,-10.352,-371.846,28
3511904,-215.604,-504.525,35,3513603,-230.731,-449.576,35
4105706,-264.043,-523.508,41,4204707,-26.895,-531.662,42
2908002,-14.637,-395.556,29,4204756,-269.709,-530.895,42
1301209,-409.412,-631.441,13,3120839,-189.648,-410.986,31
2202703,-347.279,-415.546,22,2605004,-862.432,-359.518,26
2202711,-45.571,-419.587,22,2909901,-898.458,-398.997,29
4204251,-285.986,-493.335,42,2203206,-100.326,-443.002,22
2202729,-362.047,-414.402,22,1502772,-609.965,-496.068,15
5103106,-143.903,-510.001,51,4106902,-254.195,-492.646,41
5205513,-157.914,-487.747,52,4204806,-272.824,-505.816,42
2908101,-141.814,-445.352,29,4107009,-240.362,-504.576,41
1301308,-383.053,-620.658,13,2203230,-901.175,-444.062,22
2103307,-445.562,-438.924,21,2403103,-625.484,-365.146,24
2103406,-425.245,-430.108,21,2505279,-672.325,-352.639,25
3116704,-208.535,-428.008,31,3120870,-159.327,-418.557,31
2702009,-963.348,-365.845,27,2203271,-78.313,-408.957,22
2202737,-509.224,-42.208,22,2505303,-753.075,-381.962,25
1502608,-936.423,-482.803,15,1502806,-181.179,-497.952,15
3201506,-195.493,-406.269,32,2203255,-560.825,-428.376,22
5103205,-108.135,-55.461,51,1502855,-188.775,-551.168,15
3512001,-207.114,-485.387,35,1502905,-733.214,-478.515,15
4305587,-293.948,-518.556,43,2103703,-181.475,-448.644,21
2103505,-603.199,-442.543,21,5103437,-156.084,-579.133,51
5205521,-141.528,-48.076,52,3120904,-187.527,-444.303,31
1705508,-805.764,-484.757,17,2605103,-808.546,-376.443,26
1716703,-872.463,-487.638,17,1600212,970.761,-508.005,16
5103254,-946.121,-592.252,51,5206701,-145.604,-46.178,52
3512100,-201.768,-486.865,35,2505352,-663.161,-359.101,25
4105805,-252.925,-492.262,41,5206800,-162.544,-493.631,52
2202752,-81.837,-43.794,22,1706506,-671.591,-477.597,17
2202778,-722.651,-421.756,22,2910008,-144.229,-399.031,29
2702108,-891.806,-357.214,27,3121001,-184.478,-436.591,31
4305603,-285.258,-529.928,43,4306304,-283.849,-518.482,43
4105904,-228.374,-519.743,41,2103752,-554.637,-474.217,21
1100064,-131.174,-605.454,11,5206909,-181.501,-475.568,52
3116803,-182.311,-428.352,31,3121100,-225.036,-452.792,31
1705557,-127.917,-465.388,17,3121209,-203.468,-468.456,31
3116902,-196.973,-490.789,31,2702405,-938.534,-379.987,27
3300951,-220.404,-43.214,33,3121258,-199.721,-477.841,31
3117009,-162.963,-417.945,31,2203305,-535.875,-426.776,22
5103304,-136.614,-597.848,51,5103452,-147.324,-570.583,51
2504405,-755.106,-385.014,25,5003454,-222.763,-541.682,50
3117108,-21.096,-462.049,31,2304269,-591.485,-39.257,23
3201605,-185.883,-397.362,32,4306320,-272.642,-538.645,43
3115201,-211.316,-444.729,31,3513702,-219.002,-476.181,35
2908200,-125.078,-389.978,29,4204905,-26.827,-535.034,42
3117306,-199.172,-483.839,31,3121308,-21.46,-429.618,31
3117207,-221.576,-454.562,31,2505402,-7.287,-370.925,25
3117405,-199.326,-416.908,31,3121407,-20.665,-443.334,31
3301405,-220.834,-418.719,33,3121506,-21.143,-435.178,31
2908309,-127.836,-391.715,29,4306353,-28.219,-550.617,43
1502707,-826.136,-492.689,15,3513801,-236.813,-466.205,35
2202802,-787.638,-415.942,22,2505600,-741.738,-382.615,25
3201704,-203.639,-412.417,32,4107157,-249.419,-541.052,41
2908408,-11.56,-392.808,29,4107108,-22.655,-528.617,41
2908507,-123.268,-387.684,29,4107124,-25.035,-526.768,41
2103554,-385.142,-448.895,21,3121605,-182.413,-436.031,31
3117504,-190.344,-434.221,31,5103502,-144.037,-564.366,51
3117603,-197.456,-448.945,31,1707009,-11.624,-468.198,17
3117702,-218.778,-45.087,31,2910057,-126.187,-382.926,29
1705607,-122.209,-472.951,17,4306379,-297.054,-542.122,43
3117801,-224.078,-457.996,31,3121704,-204.879,-431.953,31
3512209,-223.375,-471.729,35,3121803,-198.433,-427.701,31
3512308,-230.154,-480.134,35,4205001,-262.648,-536.351,42
4204301,-272.335,-52.026,42,5207105,-162.329,-512.543,52
1502756,-199.238,-479.422,15,3513850,-204.642,-506.073,35
2504504,-689.831,-37.606,25,2203354,-933.939,-424.348,22
2604601,-758.787,-350.999,26,2802007,-106.782,-371.506,28
2504603,-725.746,-348.999,25,3121902,-209.917,-430.003,31
2908606,-118.179,-376.131,29,3122009,-206.134,-421.438,31
2908705,-149.022,-419.718,29,3122108,-187.755,-414.781,31
4305702,-282.075,-534.905,43,3201803,-206.229,-416.937,32
3117836,-152.892,-444.181,31,3513900,-216.637,-467.361,35
3117876,-196.282,-439.931,31,3122207,-188.004,-426.103,31
5103353,-106.437,-515.699,51,3122306,-201.446,-448.912,31
2504702,-779.078,-366.581,25,5208301,-132.853,-463.999,52
3117900,-221.488,-46.043,31,1707108,-980.018,-492.169,17
3118007,-204.958,-43.851,31,3122355,-157.221,-413.463,31
3118106,-188.021,-436.767,31,3122405,-215.092,-461.904,31
4106001,-235.493,-505.569,41,3122454,-157.254,-409.997,31
3118205,-199.312,-475.492,31,3514007,-215.155,-483.935,35
5103361,-145.381,-595.444,51,3514106,-223.673,-483.819,35
3118304,-206.634,-437.846,31,4306403,-295.836,-510.898,43
4106100,-23.623,-501.707,41,4306429,-276.621,-535.304,43
3118403,-191.789,-414.736,31,5003488,-206.848,-552.915,50
3118502,-225.493,-459.255,31,1707207,-925.534,-490.638,17
4305801,-27.732,-529.938,43,4306452,-28.983,-518.396,43
3118601,-199.321,-440.539,31,2702504,-938.465,-370.965,27
4106209,-256.788,-49.535,41,4107207,-257.407,-53.057,41
2908804,-137.537,-41.048,29,3514205,-20.124,-505.149,35
3118700,-211.858,-454.366,31,5103601,-158.099,-549.223,51
4305835,-291.802,-520.942,43,2910107,-137.565,-417.677,29
2702207,-963.715,-357.994,27,3122470,-16.652,-462.597,31
4305850,-281.194,-527.842,43,3122504,-193.735,-421.121,31
3118809,-166.841,-443.635,31,1502939,-419.944,-478.245,15
2908903,-122.333,-387.487,29,2203404,-695.332,-416.396,22
4106308,-247.971,-533.006,41,4306502,-307.004,-521.026,43
3301504,-220.267,-423.648,33,2203453,-900.516,-419.697,22
3512407,-224.778,-474.519,35,3122603,-18.961,-432.544,31
2909000,-150.356,-419.308,29,2910206,-129.016,-391.923,29
4204350,-269.844,-526.056,42,4306601,-309.756,-546.694,43
3118908,-191.224,-443.224,31,2103802,-503.518,-444.409,21
3119005,-217.891,-456.999,31,4306551,-293.639,-49.853,43
2304004,-35.415,-406.587,23,3122702,-201.627,-429.627,31
2504801,-700.712,-379.346,25,3122801,-222.511,-451.643,31
5003108,-198.243,-548.281,50,3201902,-203.603,-406.594,32
2909109,-138.232,-444.586,29,2203420,-42.495,-412.683,22
3119104,-18.369,-444.542,31,4205100,-26.981,-497.261,42
4106407,-231.829,-506.498,41,3122900,-21.319,-42.807,31
3119203,-186.156,-422.791,31,4306700,-296.195,-533.617,43
3512506,-213.521,-502.859,35,2505709,-661.566,-356.205,25
2103604,-413.442,-441.244,21,3123007,-211.139,-440.207,31
3119302,-184.734,-471.933,31,3123106,-190.516,-429.254,31
4305871,-283.921,-540.686,43,3123205,-194.628,-455.927,31
4305900,-277.197,-537.022,43,3202009,-206.931,-418.405,32
4106456,-262.277,-520.356,41,3123304,-209.785,-431.834,31
2402808,-63.748,-362.223,24,3123403,-202.868,-459.007,31
3119401,-195.179,-426.276,31,2605152,-844.116,-407.662,26
4204400,-269.057,-527.011,42,5003504,-220.405,-546.158,50
2402907,-624.974,-384.441,24,4107256,-233.807,-532.918,41
2909208,-102.847,-379.198,29,3514304,-221.044,-483.178,35
2202851,-881.397,-425.232,22,3123502,-184.338,-475.993,31
3512605,-236.261,-49.31,35,5003702,-222.231,-54.812,50
4204459,-26.511,-526.694,42,4107306,-235.582,-522.178,41
3119500,-166.148,-42.184,31,4306734,-275.103,-543.577,43
3119609,-215.898,-43.256,31,4205159,-267.174,-494.795,42
4305934,-292.695,-516.847,43,4306759,-29.084,-519.972,43
5003157,-232.724,-555.278,50,2403202,-608.082,-383.794,24
4106506,-259.767,-525.641,41,4128633,-245.665,-494.219,41
3119708,-210.277,-442.206,31,5207253,-167.188,-523.189,52
3119807,-198.198,-459.032,31,3514403,-214.843,-51.535,35
3119906,-226.269,-460.241,31,3514502,-224.146,-494.084,35
5205703,-162.918,-505.503,52,3301603,-220.536,-425.232,33
3119955,-204.474,-455.617,31,2505808,-668.499,-35.418,25
3120003,-198.361,-423.988,31,1707306,-113.416,-492.716,17
4204558,-275.877,-503.614,42,3514601,-212.324,-479.756,35
2202901,-104.333,-451.633,22,2103901,-415.002,-429.477,21
2604700,-912.117,-363.244,26,3301702,-227.858,-433.049,33
2909307,-133.477,-446.333,29,3123528,-202.058,-417.977,31
2604809,-847.443,-355.468,26,3514700,-224.326,-502.038,35
5003207,-190.077,-57.651,50,3202108,-183.702,-40.836,32
5205802,-159.245,-488.117,52,5207352,-174.239,-496.644,52
5205901,-181.415,-485.626,52,5207402,-173.406,-499.295,52
3512704,-222.213,-476.215,35,1301407,-665.677,-698.662,13
4106555,-24.101,-521.177,41,5003751,-237.868,-542.838,50
1100072,-129.551,-608.947,11,3514809,-245.281,-481.141,35
4204509,-264.246,-49.246,42,1502954,-610.389,-493.553,15
2702306,-101.276,-361.717,27,4306767,-300.847,-516.187,43
3512803,-226.419,-471.926,35,2203503,-619.947,-421.355,22
3512902,-204.755,-497.827,35,3514908,-230.428,-473.682,35
1100080,-124.367,-64.228,11,2203602,-809.629,-436.705,22
5003256,-185.432,-531.287,50,3514924,-211.678,-491.146,35
2909406,-120.228,-442.566,29,2910305,-129.417,-395.191,29
3513009,-236.022,-46.919,35,3123601,-216.088,-455.691,31
4305959,-289.891,-516.971,43,2505907,-709.964,-377.163,25
5103379,-985.656,-584.192,51,3514957,-209.796,-488.325,35
3120102,-180.727,-434.648,31,3515004,-236.437,-468.579,35
1706001,-828.411,-492.473,17,3515103,-238.297,-468.136,35
4305975,-28.128,-523.023,43,3515129,-218.314,-514.832,35
5003306,-185.013,-54.751,50,4306809,-292.351,-518.703,43
2504850,-762.365,-366.064,25,2403301,-610.691,-383.033,24
2702355,-96.178,-367.697,27,2910404,-155.302,-409.124,29
2304103,-516.768,-406.536,23,4306908,-30.543,-525.204,43
2304202,-72.153,-394.103,23,4107405,-259.445,-531.659,41
3513108,-21.338,-477.324,35,4107504,-23.797,-522.659,41
2909505,-133.531,-398.031,29,3123700,-192.065,-420.503,31
4204608,-286.723,-493.729,42,3515152,-224.836,-47.211,35
3120151,-172.381,-409.184,31,3123809,-172.831,-43.947,31
2909604,-115.059,-381.515,29,3301801,-225.498,-436.827,33
4306007,-274.999,-540.994,43,4306924,-27.706,-529.145,43
3120201,-208.733,-455.167,31,3123858,-196.218,-422.306,31
3513207,-204.036,-474.209,35,2910503,-119.392,-380.871,29
4306056,-310.046,-520.436,43,4205175,-267.225,-525.585,42
4306072,-27.452,-532.422,43,3123908,-206.706,-440.654,31
1706100,-105.985,-491.942,17,4107538,-247.042,-542.385,41
2203008,-106.443,-451.893,22,4306957,-275.298,-527.347,43
3120300,-16.716,-428.571,31,4306932,-283.686,-542.686,43
5206206,-167.676,-476.131,52,1301506,-743.789,-700.281,13
3120409,-208.324,-438.166,31,1200252,-110.188,-687.341,12
5206305,-171.987,-487.034,52,2403400,-693.835,-36.717,24
3120508,-22.208,-452.673,31,4306973,-278.544,-523.005,43
2801702,-114.668,-377.585,28,4307005,-276.364,-522.697,43
2203107,-882.273,-44.223,22,2304277,-602.751,-383.461,23
2909703,-122.249,-444.214,29,2900504,-134.215,-421.352,29
5206404,-145.412,-49.974,52,4205191,-289.869,-49.643,42
1706258,-110.994,-489.152,17,4307054,-284.977,-525.836,43
2304236,-440.481,-409.022,23,4307203,-273.926,-52.574,43
5206503,-172.883,-493.798,52,4307302,-275.443,-535.005,43
3120607,-203.923,-443.334,31,4205209,-272.743,-51.443,42
2304251,-291.813,-40.176,23,3124005,-208.403,-426.544,31
4306106,-28.645,-536.048,43,2605202,-835.672,-352.241,26
2909802,-126.675,-391.008,29,4307401,-280.518,-511.933,43
2504900,-713.902,-350.857,25,3124104,-19.764,-443.065,31
4106803,-260.166,-51.343,41,3124203,-206.508,-419.119,31
3513306,-227.373,-507.909,35,2506004,-702.278,-358.597,25
4306130,-276.672,-526.522,43,4307450,-273.603,-539.891,43
3513405,-225.728,-44.969,35,4107520,-237.238,-53.811,41
3120706,-18.944,-466.669,31,1707405,-536.593,-485.378,17
4106571,-256.192,-531.285,41,2203701,-388.863,-422.324,22
4106605,-237.799,-530.774,41,2104008,-487.938,-446.926,21
4106704,-229.624,-521.622,41,4107546,-254.216,-528.348,41
4306205,-295.148,-519.928,43,1100098,-115.266,-610.252,11
1200203,-762.762,-726.756,12,3124302,-149.249,-42.809,31
2403004,-640.894,-367.782,24,2403509,-633.563,-353.052,24
3120805,-21.84,-448.067,31,3124401,-220.454,-459.548,31
4106852,-240.132,-514.563,41,3515186,-221.909,-467.477,35
3513504,-238.911,-46.424,35,3515194,-226.925,-494.341,35
2505006,-686.686,-363.619,25,2910602,-117.942,-379.432,29
5103403,-15.601,-560.974,51,4307500,-287.286,-528.461,43
2505105,-647.647,-361.515,25,4307559,-279.135,-522.635,43
2505238,-691.292,-352.502,25,2802106,-112.659,-374.484,28
2505204,-689.058,-355.215,25,4307609,-296.535,-511.843,43
1100940,-936.065,-625.846,11,4307708,-29.852,-511.841,43
5206602,-182.644,-481.511,52,3124500,-224.577,-460.191,31
2604908,-800.827,-356.957,26,3557303,-222.713,-469.481,35
1502764,-781.097,-507.698,15,2104057,-656.077,-474.431,21
2801900,-10.352,-371.846,28,4307807,-295.002,-519.495,43
3513603,-230.731,-449.576,35,3515202,-202.875,-504.049,35
4204707,-26.895,-531.662,42,3124609,-217.412,-424.574,31
4204756,-269.709,-530.895,42,2702553,-939.089,-367.644,27
3120839,-189.648,-410.986,31,3124708,-195.169,-457.859,31
2605004,-862.432,-359.518,26,5207501,-138.665,-490.716,52
2909901,-898.458,-398.997,29,3515301,-224.859,-516.632,35
2203206,-100.326,-443.002,22,3124807,-187.399,-476.956,31
1502772,-609.965,-496.068,15,4307815,-291.713,-531.639,43
4106902,-254.195,-492.646,41,2910701,-105.078,-390.153,29
4204806,-272.824,-505.816,42,3515350,-225.545,-525.928,35
4107009,-240.362,-504.576,41,4307831,-285.315,-541.506,43
2203230,-901.175,-444.062,22,3124906,-211.002,-421.878,31
2403103,-625.484,-365.146,24,2910727,-163.715,-395.821,29
2505279,-672.325,-352.639,25,2304285,-38.925,-384.559,23
3120870,-159.327,-418.557,31,3125002,-215.498,-435.068,31
2203271,-78.313,-408.957,22,3125101,-22.854,-463.178,31
2505303,-753.075,-381.962,25,2403608,-570.143,-353.048,24
1502806,-181.179,-497.952,15,2605301,-750.364,-397.238,26
2203255,-560.825,-428.376,22,2506103,-734.454,-357.931,25
1502855,-188.775,-551.168,15,4307864,-288.794,-517.014,43
1502905,-733.214,-478.515,15,5207535,-154.473,-503.622,52
2103703,-181.475,-448.644,21,3125200,-214.089,-458.286,31
5103437,-156.084,-579.133,51,3125309,-208.097,-420.213,31
3120904,-187.527,-444.303,31,2304301,-692.146,-395.651,23
2605103,-808.546,-376.443,26,1503002,-216.805,-567.405,15
1600212,970.761,-508.005,16,4107553,-240.958,-526.217,41
5206701,-145.604,-46.178,52,4307906,-292.227,-513.419,43
2505352,-663.161,-359.101,25,3515400,-233.916,-495.124,35
5206800,-162.544,-493.631,52,2203750,-948.342,-427.912,22
1706506,-671.591,-477.597,17,1707553,-107.603,-489.076,17
2910008,-144.229,-399.031,29,2910750,-10.616,-382.239,29
3121001,-184.478,-436.591,31,5003801,-223.789,-545.131,50
4306304,-283.849,-518.482,43,4107603,-240.077,-513.227,41
2103752,-554.637,-474.217,21,4308003,-295.788,-534.484,43
5206909,-181.501,-475.568,52,4205308,-268.451,-522.596,42
3121100,-225.036,-452.792,31,4308052,-274.238,-526.789,43
3121209,-203.468,-468.456,31,5207600,-161.834,-507.781,52
2702405,-938.534,-379.987,27,4107652,-256.624,-493.073,41
3121258,-199.721,-477.841,31,4308078,-295.885,-518.217,43
2203305,-535.875,-426.776,22,1200302,-817.054,-70.351,12
5103452,-147.324,-570.583,51,2910776,-142.044,-442.744,29
5003454,-222.763,-541.682,50,2910800,-122.664,-389.663,29
2304269,-591.485,-39.257,23,2702603,-989.859,-366.815,27
4306320,-272.642,-538.645,43,2605400,-794.704,-353.801,26
3513702,-219.002,-476.181,35,2802205,-102.616,-373.147,28
4204905,-26.827,-535.034,42,2104073,-696.508,-466.786,21
3121308,-21.46,-429.618,31,3125408,-180.755,-432.422,31
2505402,-7.287,-370.925,25,2403707,-559.274,-376.875,24
3121407,-20.665,-443.334,31,3125606,-166.348,-407.605,31
3121506,-21.143,-435.178,31,3125705,-187.507,-449.004,31
4306353,-28.219,-550.617,43,4308102,-294.527,-513.032,43
3513801,-236.813,-466.205,35,2702702,-102.935,-363.028,27
2505600,-741.738,-382.615,25,5103700,-12.385,-549.227,51
4107157,-249.419,-541.052,41,4107702,-239.135,-519.805,41
4107108,-22.655,-528.617,41,4107736,-254.107,-505.456,41
4107124,-25.035,-526.768,41,3125804,-191.541,-420.803,31
3121605,-182.413,-436.031,31,2605459,-38.396,-324.107,26
5103502,-144.037,-564.366,51,2104081,-616.207,-448.979,21
1707009,-11.624,-468.198,17,2403756,-569.096,-365.282,24
2910057,-126.187,-382.926,29,3515608,-212.661,-486.874,35
4306379,-297.054,-542.122,43,3515509,-202.806,-502.471,35
3121704,-204.879,-431.953,31,3515657,-223.607,-495.187,35
3121803,-198.433,-427.701,31,3515707,-235.411,-46.371,35
4205001,-262.648,-536.351,42,1600238,857.256,-511.795,16
5207105,-162.329,-512.543,52,2605509,-744.666,-352.373,26
3513850,-204.642,-506.073,35,3125903,-192.343,-430.192,31
2203354,-933.939,-424.348,22,3125952,-20.726,-42.279,31
2802007,-106.782,-371.506,28,4107751,-238.455,-504.031,41
3121902,-209.917,-430.003,31,5003900,-186.782,-53.638,50
3122009,-206.134,-421.438,31,1707652,-121.312,-491.748,17
3122108,-187.755,-414.781,31,5103809,-154.439,-587.391,51
3201803,-206.229,-416.937,32,1707702,-733.501,-474.954,17
3513900,-216.637,-467.361,35,2910859,-107.405,-401.437,29
3122207,-188.004,-426.103,31,2910909,-149.823,-399.269,29
3122306,-201.446,-448.912,31,5207808,-165.778,-50.304,52
5208301,-132.853,-463.999,52,2702801,-927.281,-357.139,27
1707108,-980.018,-492.169,17,4107850,-262.523,-533.092,41
3122355,-157.221,-413.463,31,4205357,-267.811,-533.505,42
3122405,-215.092,-461.904,31,3515806,-216.727,-513.821,35
3122454,-157.254,-409.997,31,4107801,-233.178,-523.029,41
3514007,-215.155,-483.935,35,2403806,-612.264,-368.226,24
3514106,-223.673,-483.819,35,3515905,-206.752,-501.513,35
4306403,-295.836,-510.898,43,2605608,-785.842,-379.715,26
4306429,-276.621,-535.304,43,4308201,-290.261,-511.875,43
5003488,-206.848,-552.915,50,5207907,-144.451,-470.417,52
1707207,-925.534,-490.638,17,2203800,-778.793,-42.918,22
4306452,-28.983,-518.396,43,4107900,-236.031,-520.807,41
2702504,-938.465,-370.965,27,2605707,-860.307,-385.687,26
4107207,-257.407,-53.057,41,2911006,-148.629,-396.579,29
3514205,-20.124,-505.149,35,1503044,-755.335,-497.125,15
5103601,-158.099,-549.223,51,2203859,-746.682,-417.883,22
2910107,-137.565,-417.677,29,3126000,-19.888,-444.318,31
3122470,-16.652,-462.597,31,4108007,-228.623,-513.882,41
3122504,-193.735,-421.121,31,2203909,-677.182,-430.241,22
1502939,-419.944,-478.245,15,4308250,-278.614,-520.838,43
2203404,-695.332,-416.396,22,4205407,-275.945,-485.477,42
4306502,-307.004,-521.026,43,4108106,-230.847,-519.546,41
2203453,-900.516,-419.697,22,3516002,-216.127,-511.724,35
3122603,-18.961,-432.544,31,3516101,-22.868,-506.814,35
2910206,-129.016,-391.923,29,1301605,-252.342,-660.942,13
4306601,-309.756,-546.694,43,4308300,-289.817,-523.445,43
2103802,-503.518,-444.409,21,3126109,-204.618,-454.268,31
4306551,-293.639,-49.853,43,4308409,-300.035,-534.959,43
3122702,-201.627,-429.627,31,5208004,-15.54,-47.337,52
3122801,-222.511,-451.643,31,2104099,-644.017,-461.916,21
3201902,-203.603,-406.594,32,4108205,-242.951,-533.114,41
2203420,-42.495,-412.683,22,2911105,-110.328,-45.193,29
4205100,-26.981,-497.261,42,4205431,-266.453,-527.946,42
3122900,-21.319,-42.807,31,5208103,-136.499,-488.775,52
4306700,-296.195,-533.617,43,3126208,-149.446,-462.371,31
2505709,-661.566,-356.205,25,1708205,-117.976,-495.316,17
3123007,-211.139,-440.207,31,4308433,-293.828,-520.981,43
3123106,-190.516,-429.254,31,2304350,-379.945,-402.634,23
3123205,-194.628,-455.927,31,4205456,-287.454,-494.785,42
3202009,-206.931,-418.405,32,2304400,-371.664,-385.423,23
3123304,-209.785,-431.834,31,3126307,-208.508,-46.712,31
3123403,-202.868,-459.007,31,1708254,-905.611,-485.206,17
2605152,-844.116,-407.662,26,2104107,-695.983,-461.749,21
5003504,-220.405,-546.158,50,4308458,-287.986,-532.249,43
4107256,-233.807,-532.918,41,2304459,-445.126,-377.981,23
3514304,-221.044,-483.178,35,2104206,-572.792,-441.565,21
3123502,-184.338,-475.993,31,3126406,-195.578,-444.472,31
5003702,-222.231,-54.812,50,4108304,-255.427,-545.827,41
